assembly_name	original_file_name	taxid	organism_name	strain	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund
GCF_003224435.1_ASM322443v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003224435.1_ASM322443v1_genomic.gbff	2175664	Curtobacterium_sp_MCPF17_050	MCPF17_050	73	73	98.65	0.00
GCF_003224415.1_ASM322441v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003224415.1_ASM322441v1_genomic.gbff	2175657	Curtobacterium_sp_MCBD17_023	MCBD17_023	74	74	100.00	0.00
GCF_003224385.1_ASM322438v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003224385.1_ASM322438v1_genomic.gbff	2175637	Curtobacterium_sp_MCPF17_003	MCPF17_003	74	74	100.00	0.00
GCF_003234035.1_ASM323403v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234035.1_ASM323403v1_genomic.gbff	2175653	Curtobacterium_sp_MCPF17_031	MCPF17_031	74	74	100.00	0.00
GCF_003234085.1_ASM323408v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234085.1_ASM323408v1_genomic.gbff	2175655	Curtobacterium_sp_MCPF17_052	MCPF17_052	74	74	100.00	0.00
GCF_003234045.1_ASM323404v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234045.1_ASM323404v1_genomic.gbff	2175654	Curtobacterium_sp_MCPF17_047	MCPF17_047	73	73	98.65	0.00
GCF_003234135.1_ASM323413v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234135.1_ASM323413v1_genomic.gbff	2175638	Curtobacterium_sp_MCPF17_018	MCPF17_018	74	74	100.00	0.00
GCF_003234115.1_ASM323411v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234115.1_ASM323411v1_genomic.gbff	2175645	Curtobacterium_sp_MCPF17_002	MCPF17_002	73	73	98.65	0.00
GCF_003234145.1_ASM323414v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234145.1_ASM323414v1_genomic.gbff	2175652	Curtobacterium_sp_MCPF17_011	MCPF17_011	74	74	100.00	0.00
GCF_003234175.1_ASM323417v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234175.1_ASM323417v1_genomic.gbff	2175646	Curtobacterium_sp_MCSS17_007	MCSS17_007	74	74	100.00	0.00
GCF_003234185.1_ASM323418v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234185.1_ASM323418v1_genomic.gbff	2175647	Curtobacterium_sp_MCSS17_008	MCSS17_008	74	74	100.00	0.00
GCF_003234215.1_ASM323421v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234215.1_ASM323421v1_genomic.gbff	2175642	Curtobacterium_sp_MCSS17_006	MCSS17_006	74	74	100.00	0.00
GCF_003234225.1_ASM323422v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234225.1_ASM323422v1_genomic.gbff	2175641	Curtobacterium_sp_MCSS17_005	MCSS17_005	74	74	100.00	0.00
GCF_003234295.1_ASM323429v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234295.1_ASM323429v1_genomic.gbff	2175634	Curtobacterium_sp_MCLR17_057	MCLR17_057	74	74	100.00	0.00
GCF_003234265.1_ASM323426v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234265.1_ASM323426v1_genomic.gbff	2175666	Curtobacterium_sp_MCSS17_015	MCSS17_015	73	73	98.65	0.00
GCF_003234305.1_ASM323430v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234305.1_ASM323430v1_genomic.gbff	2175633	Curtobacterium_sp_MCLR17_055	MCLR17_055	74	74	100.00	0.00
GCF_003234255.1_ASM323425v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234255.1_ASM323425v1_genomic.gbff	2175644	Curtobacterium_sp_MCSS17_016	MCSS17_016	74	73	100.00	1.35
GCF_003234335.1_ASM323433v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234335.1_ASM323433v1_genomic.gbff	2175632	Curtobacterium_sp_MCLR17_054	MCLR17_054	74	74	100.00	0.00
GCF_003234355.1_ASM323435v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234355.1_ASM323435v1_genomic.gbff	2175631	Curtobacterium_sp_MCLR17_053	MCLR17_053	74	74	100.00	0.00
GCF_003234365.1_ASM323436v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234365.1_ASM323436v1_genomic.gbff	2175619	Curtobacterium_sp_MCJR17_020	MCJR17_020	74	74	100.00	0.00
GCF_003234395.1_ASM323439v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234395.1_ASM323439v1_genomic.gbff	2175630	Curtobacterium_sp_MCLR17_051	MCLR17_051	74	74	100.00	0.00
GCF_003234435.1_ASM323443v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234435.1_ASM323443v1_genomic.gbff	2175628	Curtobacterium_sp_MCLR17_044	MCLR17_044	74	74	100.00	0.00
GCF_003234405.1_ASM323440v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234405.1_ASM323440v1_genomic.gbff	2175629	Curtobacterium_sp_MCLR17_045	MCLR17_045	74	74	100.00	0.00
GCF_003234475.1_ASM323447v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234475.1_ASM323447v1_genomic.gbff	2175656	Curtobacterium_sp_MCBD17_008	MCBD17_008	74	74	100.00	0.00
GCF_003234445.1_ASM323444v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234445.1_ASM323444v1_genomic.gbff	2175620	Curtobacterium_sp_MCLR17_036	MCLR17_036	74	73	100.00	1.35
GCF_003234485.1_ASM323448v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234485.1_ASM323448v1_genomic.gbff	2175623	Curtobacterium_sp_MCLR17_034	MCLR17_034	74	74	100.00	0.00
GCF_003234515.1_ASM323451v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234515.1_ASM323451v1_genomic.gbff	2175672	Curtobacterium_sp_MCBD17_034	MCBD17_034	74	74	100.00	0.00
GCF_003234525.1_ASM323452v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234525.1_ASM323452v1_genomic.gbff	2175665	Curtobacterium_sp_MCBD17_021	MCBD17_021	73	73	98.65	0.00
GCF_003234555.1_ASM323455v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234555.1_ASM323455v1_genomic.gbff	2175669	Curtobacterium_sp_MCBD17_019	MCBD17_019	74	74	100.00	0.00
GCF_003234565.1_ASM323456v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234565.1_ASM323456v1_genomic.gbff	2175668	Curtobacterium_sp_MCBD17_013	MCBD17_013	74	74	100.00	0.00
GCF_003234595.1_ASM323459v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234595.1_ASM323459v1_genomic.gbff	2175640	Curtobacterium_sp_MCPF17_051	MCPF17_051	74	74	100.00	0.00
GCF_003234615.1_ASM323461v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234615.1_ASM323461v1_genomic.gbff	2175651	Curtobacterium_sp_MCPF17_001	MCPF17_001	74	74	100.00	0.00
GCF_003234605.1_ASM323460v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234605.1_ASM323460v1_genomic.gbff	2175639	Curtobacterium_sp_MCPF17_021	MCPF17_021	74	74	100.00	0.00
GCF_003234655.1_ASM323465v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234655.1_ASM323465v1_genomic.gbff	2175648	Curtobacterium_sp_MCLR17_007	MCLR17_007	74	73	100.00	1.35
GCF_003234695.1_ASM323469v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234695.1_ASM323469v1_genomic.gbff	2175626	Curtobacterium_sp_MCLR17_042	MCLR17_042	74	74	100.00	0.00
GCF_003234665.1_ASM323466v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234665.1_ASM323466v1_genomic.gbff	2175636	Curtobacterium_sp_MCLR17_059	MCLR17_059	74	74	100.00	0.00
GCF_003234705.1_ASM323470v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234705.1_ASM323470v1_genomic.gbff	2175635	Curtobacterium_sp_MCLR17_058	MCLR17_058	74	74	100.00	0.00
GCF_003234735.1_ASM323473v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234735.1_ASM323473v1_genomic.gbff	2175625	Curtobacterium_sp_MCLR17_040	MCLR17_040	74	74	100.00	0.00
GCF_003234745.1_ASM323474v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234745.1_ASM323474v1_genomic.gbff	2175624	Curtobacterium_sp_MCLR17_039	MCLR17_039	74	74	100.00	0.00
GCF_003234775.1_ASM323477v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234775.1_ASM323477v1_genomic.gbff	2175622	Curtobacterium_sp_MCLR17_031	MCLR17_031	74	73	100.00	1.35
GCF_003234795.1_ASM323479v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234795.1_ASM323479v1_genomic.gbff	2175650	Curtobacterium_sp_MCLR17_032	MCLR17_032	74	74	100.00	0.00
GCF_003234855.1_ASM323485v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234855.1_ASM323485v1_genomic.gbff	2175659	Curtobacterium_sp_MCBD17_032	MCBD17_032	74	74	100.00	0.00
GCF_003234815.1_ASM323481v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234815.1_ASM323481v1_genomic.gbff	2175673	Curtobacterium_sp_MCBD17_035	MCBD17_035	74	74	100.00	0.00
GCF_003234895.1_ASM323489v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234895.1_ASM323489v1_genomic.gbff	2175621	Curtobacterium_sp_MCBD17_026	MCBD17_026	74	74	100.00	0.00
GCF_003234875.1_ASM323487v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234875.1_ASM323487v1_genomic.gbff	2175670	Curtobacterium_sp_MCBD17_028	MCBD17_028	74	74	100.00	0.00
GCF_003234805.1_ASM323480v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234805.1_ASM323480v1_genomic.gbff	2175674	Curtobacterium_sp_MCBD17_040	MCBD17_040	74	74	100.00	0.00
GCF_003234885.1_ASM323488v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003234885.1_ASM323488v1_genomic.gbff	2175667	Curtobacterium_sp_MCBD17_003	MCBD17_003	74	74	100.00	0.00
GCF_003242985.1_ASM324298v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003242985.1_ASM324298v1_genomic.gbff	2175671	Curtobacterium_sp_MCBD17_031	MCBD17_031	74	74	100.00	0.00
GCF_003256405.1_ASM325640v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003256405.1_ASM325640v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	Fm03	74	73	100.00	1.35
GCF_003256425.1_ASM325642v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003256425.1_ASM325642v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	Cq01	74	73	100.00	1.35
GCF_003256445.1_ASM325644v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003256445.1_ASM325644v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	Bg07	74	73	100.00	1.35
GCF_003261015.1_ASM326101v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003261015.1_ASM326101v1_genomic.gbff	1345498	Agrobacterium_sp_MS2	MS2	73	72	98.65	1.35
GCF_003294115.1_ASM329411v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294115.1_ASM329411v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN8	68	68	91.89	0.00
GCF_003294085.1_ASM329408v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294085.1_ASM329408v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	ZJ25	74	74	100.00	0.00
GCF_003294155.1_ASM329415v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294155.1_ASM329415v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN40	71	71	95.95	0.00
GCF_003294095.1_ASM329409v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294095.1_ASM329409v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	ZJ16	68	68	91.89	0.00
GCF_003290055.1_ASM329005v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003290055.1_ASM329005v1_genomic.gbff	2219865	Ralstonia_sp_GX3-BWBA	GX3-BWBA	74	70	100.00	6.76
GCF_003294135.1_ASM329413v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294135.1_ASM329413v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN6	69	69	93.24	0.00
GCF_003294205.1_ASM329420v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294205.1_ASM329420v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN19	70	70	94.59	0.00
GCF_003294335.1_ASM329433v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294335.1_ASM329433v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN03-16	74	74	100.00	0.00
GCF_003294275.1_ASM329427v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294275.1_ASM329427v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN07	70	70	94.59	0.00
GCF_003294345.1_ASM329434v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294345.1_ASM329434v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN03-15	74	74	100.00	0.00
GCF_003294195.1_ASM329419v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294195.1_ASM329419v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN20	69	69	93.24	0.00
GCF_003294285.1_ASM329428v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294285.1_ASM329428v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN03-23	71	71	95.95	0.00
GCF_003294365.1_ASM329436v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294365.1_ASM329436v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN03-11	74	74	100.00	0.00
GCF_003294295.1_ASM329429v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294295.1_ASM329429v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN03-18	74	74	100.00	0.00
GCF_003294385.1_ASM329438v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294385.1_ASM329438v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN03-06	74	74	100.00	0.00
GCF_003294405.1_ASM329440v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294405.1_ASM329440v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN03-04	74	74	100.00	0.00
GCF_003294425.1_ASM329442v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294425.1_ASM329442v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YC3	74	74	100.00	0.00
GCF_003294445.1_ASM329444v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294445.1_ASM329444v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YC26	74	74	100.00	0.00
GCF_003294465.1_ASM329446v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294465.1_ASM329446v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	XZ43	74	74	100.00	0.00
GCF_003294525.1_ASM329452v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294525.1_ASM329452v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	ScHy-b	74	74	100.00	0.00
GCF_003294545.1_ASM329454v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294545.1_ASM329454v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	PXO112	74	74	100.00	0.00
GCF_003294505.1_ASM329450v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294505.1_ASM329450v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	SX-85-73	74	74	100.00	0.00
GCF_003294495.1_ASM329449v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294495.1_ASM329449v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	XZ40	74	74	100.00	0.00
GCF_003294575.1_ASM329457v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294575.1_ASM329457v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	OS77	72	72	97.30	0.00
GCF_003294665.1_ASM329466v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294665.1_ASM329466v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	OS182	70	70	94.59	0.00
GCF_003294695.1_ASM329469v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294695.1_ASM329469v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	OS166	65	65	87.84	0.00
GCF_003294715.1_ASM329471v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294715.1_ASM329471v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	LYG52	74	74	100.00	0.00
GCF_003294835.1_ASM329483v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294835.1_ASM329483v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	LN-85-59	74	74	100.00	0.00
GCF_003294875.1_ASM329487v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294875.1_ASM329487v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	LN2	74	74	100.00	0.00
GCF_003295065.1_ASM329506v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295065.1_ASM329506v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JL23	74	74	100.00	0.00
GCF_003295045.1_ASM329504v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295045.1_ASM329504v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JL6	74	74	100.00	0.00
GCF_003294765.1_ASM329476v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294765.1_ASM329476v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	LYG03-05	67	67	90.54	0.00
GCF_003294995.1_ASM329499v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294995.1_ASM329499v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JP02	74	74	100.00	0.00
GCF_003294955.1_ASM329495v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003294955.1_ASM329495v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JX19	74	74	100.00	0.00
GCF_003295075.1_ASM329507v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295075.1_ASM329507v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JL19	74	74	100.00	0.00
GCF_003295125.1_ASM329512v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295125.1_ASM329512v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JL15	74	74	100.00	0.00
GCF_003295175.1_ASM329517v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295175.1_ASM329517v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HUN22	74	74	100.00	0.00
GCF_003295245.1_ASM329524v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295245.1_ASM329524v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HLJ02	74	74	100.00	0.00
GCF_003295135.1_ASM329513v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295135.1_ASM329513v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HuN39	67	67	90.54	0.00
GCF_003295185.1_ASM329518v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295185.1_ASM329518v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HUN20	74	74	100.00	0.00
GCF_003295275.1_ASM329527v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295275.1_ASM329527v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HeN03-10	74	74	100.00	0.00
GCF_003295315.1_ASM329531v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295315.1_ASM329531v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HeN03-06	74	74	100.00	0.00
GCF_003295235.1_ASM329523v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295235.1_ASM329523v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HN-7	69	69	93.24	0.00
GCF_003295335.1_ASM329533v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295335.1_ASM329533v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GX6	74	74	100.00	0.00
GCF_003295365.1_ASM329536v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295365.1_ASM329536v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GX3	74	74	100.00	0.00
GCF_003295375.1_ASM329537v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295375.1_ASM329537v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GX2	74	74	100.00	0.00
GCF_003295455.1_ASM329545v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295455.1_ASM329545v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GD413	74	74	100.00	0.00
GCF_003295525.1_ASM329552v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295525.1_ASM329552v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	FJ22	74	74	100.00	0.00
GCF_003295515.1_ASM329551v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295515.1_ASM329551v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GD403	74	74	100.00	0.00
GCF_003295545.1_ASM329554v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295545.1_ASM329554v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GD402	74	74	100.00	0.00
GCF_003295565.1_ASM329556v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295565.1_ASM329556v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GD401	74	74	100.00	0.00
GCF_003295485.1_ASM329548v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295485.1_ASM329548v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GD407	74	74	100.00	0.00
GCF_003295635.1_ASM329563v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295635.1_ASM329563v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	AH87	72	72	97.30	0.00
GCF_003295405.1_ASM329540v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295405.1_ASM329540v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GX09	68	68	91.89	0.00
GCF_003295585.1_ASM329558v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295585.1_ASM329558v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	DBX0016	74	74	100.00	0.00
GCF_003295625.1_ASM329562v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295625.1_ASM329562v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	BJ12	67	67	90.54	0.00
