WP_197387532.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_NCPPB216|24909	WP_197387532.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_NCPPB216|24909
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF241647|24558
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF241647|24559
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF241648|24565
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF241648|24566
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF211472|24831
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF211472|24832
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF311693|24838
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF311693|24839
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_NCPPB4029|24861
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_NCPPB4029|24862
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_syzygii_NCPPB3727|24869
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_NCPPB3985|24873
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_syzygii_NCPPB3219|24879
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_197328649.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_syzygii_NCPPB3445|24887
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_NCPPB253|24890
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_NCPPB253|24891
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_NCPPB325|24897
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_NCPPB216|24904
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_197387015.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_NCPPB216|24908
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_IPO0715|24911
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PD445|24918
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PD141|24924
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PD1447|24929
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PD1414|24935
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PD1446|24942
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PD511|24948
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PD134|24958
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_LMG9673|24964
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_LMG9673|24965
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_PD3278|24971
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_PD3278|24972
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_NAK216|24979
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_NAK213|24985
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_NAK202|24992
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_NAK201|24998
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_NAK199|25004
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_NAK180|25010
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_NAK198|25016
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_NAK161|25023
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_PD4138|25028
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_PD4138|25029
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_NAK159|25036
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PD4321|25042
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PD4124|25049
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PD3668|25055
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PD4027|25061
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_PD3634|25066
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_PD3634|25067
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_PD3570|25073
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_PD3570|25074
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PD3270|25080
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PD3223|25087
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PD3269|25093
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed72|25301
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed72|25302
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed66|25309
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed66|25310
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed59|25316
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed59|25317
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed30|25323
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed30|25324
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed16|25330
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed16|25331
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed54|25338
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed54|25339
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed72|25345
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed72|25346
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed13|25352
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed13|25353
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_362200|25359
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_362200|25360
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_004631953.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_ASV6|26109
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_021192552.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_ASV6|26110
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_syzygii_subsp_celebesensis_UGMSS_Db01|26240
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_syzygii_LLRS-1|28012
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_RS476|28019
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_RS476|28020
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SY1|28198
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SY1|28199
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_004627322.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_B265|28410
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_004631953.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_B265|28411
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Rs-SY1|28428
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Rs-SY1|28429
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_RS24|28435
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_RS24|28436
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_T2C-Rasto|29613
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_221743606.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_T2C-Rasto|29619
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_004627322.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_UNCCL144|29852
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_004631953.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_UNCCL144|29853
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_004627322.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_NFACC01|30039
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_004631953.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_NFACC01|30040
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_GMI1000|23
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_GMI1000|27
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MolK2|397
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Po82|422
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Y45|452
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_004632415.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_5_2_56FAA|485
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PSI07|1126
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_FJAT-91|1214
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_FJAT-1458|1221
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_FQY_4|1352
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CMR15|1847
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SD54|1857
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_021193171.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_AU12-08|1879
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_P673|2071
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_004632415.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_UNC404CL21Col|2220
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Rs-10-244|2263
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Rs-09-161|2271
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CFIA906|2344
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_NCPPB909|2353
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_23-10BR|2623
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_NCPPB282|2629
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_POPS2|2636
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_021193171.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_A12|3080
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_B50|3516
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UW179|3520
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CIP417|3525
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Grenada9-1|3532
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UW163|3539
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CFBP6783|3545
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_IBSBF1503|3551
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CFBP1416|3556
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_021193171.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_58_RSOL|4700
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_021193171.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_MD27|4707
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UY031|5203
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CFBP7014|5238
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_IBSBF1900|5244
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_RS2|5251
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UW181|5254
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CFBP3858|5261
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Rs-T02|6053
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_021193171.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_NT80|6085
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_KACC10722|6549
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CIP120|6665
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_P597|6672
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CFBP3059|6680
